'SUP_7O4VV','DIST_7UV6H','HUB_QMQ2','{"power": {"generators": 836, "fuel_liters": 81950.0}, "medical": 74465, "shelter": {"units": 7598, "blankets": 54448}, "essentials": {"food_tons": 348.300, "water_liters": 583767.000}, "hygiene_kits": 10318}'
'SUP_GH724','DIST_U2MKT','HUB_GPLL','{"power": {"generators": 848, "fuel_liters": 37392.0}, "medical": 86691, "shelter": {"units": 6763, "blankets": 3072}, "essentials": {"food_tons": 193.300, "water_liters": 240080.000}, "hygiene_kits": 78635}'
'SUP_OZ15R','DIST_6PGTV','HUB_V3RJ','{"power": {"generators": 566, "fuel_liters": 93292.0}, "medical": 78456, "shelter": {"units": 4307, "blankets": 73769}, "essentials": {"food_tons": 849.600, "water_liters": 655564.000}, "hygiene_kits": 61008}'
'SUP_OIF0Y','DIST_7I3R1','HUB_SJ1E','{"power": {"generators": 366, "fuel_liters": 45411.0}, "medical": 62332, "shelter": {"units": 8918, "blankets": 16856}, "essentials": {"food_tons": 480.700, "water_liters": 541863.000}, "hygiene_kits": 27919}'
'SUP_XS2LY','DIST_Q02YE','HUB_IJWG','{"power": {"generators": 382, "fuel_liters": 43222.0}, "medical": 78455, "shelter": {"units": 9276, "blankets": 23730}, "essentials": {"food_tons": 604.600, "water_liters": 639680.000}, "hygiene_kits": 10184}'
'SUP_19IAZ','DIST_7G8D9','HUB_CMBX','{"power": {"generators": 384, "fuel_liters": 66203.0}, "medical": 22612, "shelter": {"units": 7618, "blankets": 79628}, "essentials": {"food_tons": 255.300, "water_liters": 181336.000}, "hygiene_kits": 89481}'
'SUP_N80R8','DIST_VB5HR','HUB_QM27','{"power": {"generators": 463, "fuel_liters": 19837.0}, "medical": 5318, "shelter": {"units": 491, "blankets": 80832}, "essentials": {"food_tons": 69.600, "water_liters": 694073.000}, "hygiene_kits": 81750}'
'SUP_GYA0W','DIST_FI3BA','HUB_MAK2','{"power": {"generators": 58, "fuel_liters": 31967.0}, "medical": 23941, "shelter": {"units": 2097, "blankets": 9741}, "essentials": {"food_tons": 754.500, "water_liters": 153495.000}, "hygiene_kits": 47458}'
'SUP_ZB1FI','DIST_MO3NZ','HUB_GEW4','{"power": {"generators": 634, "fuel_liters": 9939.0}, "medical": 34569, "shelter": {"units": 8989, "blankets": 19662}, "essentials": {"food_tons": 188.900, "water_liters": 34068.000}, "hygiene_kits": 64402}'
'SUP_X11LT','DIST_ABWJ3','HUB_RJD4','{"power": {"generators": 901, "fuel_liters": 77291.0}, "medical": 83221, "shelter": {"units": 7022, "blankets": 75867}, "essentials": {"food_tons": 391.200, "water_liters": 834423.000}, "hygiene_kits": 63166}'
'SUP_Z0B02','DIST_OAX0M','HUB_O10Q','{"power": {"generators": 170, "fuel_liters": 28037.0}, "medical": 31870, "shelter": {"units": 8430, "blankets": 36150}, "essentials": {"food_tons": 474.000, "water_liters": 907239.000}, "hygiene_kits": 14826}'
'SUP_DIXYN','DIST_1WFPJ','HUB_CSW8','{"power": {"generators": 206, "fuel_liters": 35360.0}, "medical": 92373, "shelter": {"units": 2874, "blankets": 56978}, "essentials": {"food_tons": 471.100, "water_liters": 216642.000}, "hygiene_kits": 72362}'
'SUP_0VZKB','DIST_5TGXH','HUB_KW9Y','{"power": {"generators": 548, "fuel_liters": 5989.0}, "medical": 94063, "shelter": {"units": 4534, "blankets": 73031}, "essentials": {"food_tons": 793.500, "water_liters": 520924.000}, "hygiene_kits": 32184}'
'SUP_2XMG7','DIST_KWGWS','HUB_Y1HJ','{"power": {"generators": 435, "fuel_liters": 20636.0}, "medical": 33217, "shelter": {"units": 9525, "blankets": 41966}, "essentials": {"food_tons": 397.400, "water_liters": 950703.000}, "hygiene_kits": 55337}'
'SUP_ZCPJF','DIST_G5S9R','HUB_7T6B','{"power": {"generators": 629, "fuel_liters": 26130.0}, "medical": 26911, "shelter": {"units": 1845, "blankets": 66249}, "essentials": {"food_tons": 437.100, "water_liters": 113747.000}, "hygiene_kits": 19741}'
'SUP_4UM5Q','DIST_RO25D','HUB_36AT','{"power": {"generators": 656, "fuel_liters": 77186.0}, "medical": 63829, "shelter": {"units": 1931, "blankets": 56990}, "essentials": {"food_tons": 311.300, "water_liters": 487260.000}, "hygiene_kits": 7985}'
'SUP_4U2MB','DIST_VX5O6','HUB_TJ6Z','{"power": {"generators": 257, "fuel_liters": 78003.0}, "medical": 19443, "shelter": {"units": 8530, "blankets": 20490}, "essentials": {"food_tons": 466.300, "water_liters": 942590.000}, "hygiene_kits": 33160}'
'SUP_XGRTN','DIST_FV6IL','HUB_WOU3','{"power": {"generators": 256, "fuel_liters": 31422.0}, "medical": 97095, "shelter": {"units": 8968, "blankets": 60585}, "essentials": {"food_tons": 125.100, "water_liters": 266953.000}, "hygiene_kits": 78588}'
'SUP_EQCOE','DIST_HSV95','HUB_UVEY','{"power": {"generators": 464, "fuel_liters": 36417.0}, "medical": 47566, "shelter": {"units": 2695, "blankets": 85085}, "essentials": {"food_tons": 781.400, "water_liters": 514274.000}, "hygiene_kits": 19726}'
'SUP_MZ1QH','DIST_FKLCV','HUB_HTYO','{"power": {"generators": 110, "fuel_liters": 47748.0}, "medical": 83902, "shelter": {"units": 9852, "blankets": 32118}, "essentials": {"food_tons": 802.500, "water_liters": 603509.000}, "hygiene_kits": 91925}'
'SUP_VR0KX','DIST_LFCNT','HUB_DL8T','{"power": {"generators": 803, "fuel_liters": 94857.0}, "medical": 60377, "shelter": {"units": 5248, "blankets": 96280}, "essentials": {"food_tons": 83.400, "water_liters": 824293.000}, "hygiene_kits": 86889}'
'SUP_62ZPY','DIST_QXLRE','HUB_NSTU','{"power": {"generators": 671, "fuel_liters": 68004.0}, "medical": 73953, "shelter": {"units": 9988, "blankets": 62400}, "essentials": {"food_tons": 962.100, "water_liters": 77635.000}, "hygiene_kits": 98581}'
'SUP_J41EQ','DIST_F51N0','HUB_1VPX','{"power": {"generators": 961, "fuel_liters": 40953.0}, "medical": 50380, "shelter": {"units": 9639, "blankets": 99940}, "essentials": {"food_tons": 627.900, "water_liters": 943973.000}, "hygiene_kits": 6659}'
'SUP_M30C7','DIST_0JNUN','HUB_Z3MA','{"power": {"generators": 779, "fuel_liters": 52640.0}, "medical": 46377, "shelter": {"units": 5082, "blankets": 93886}, "essentials": {"food_tons": 721.800, "water_liters": 687097.000}, "hygiene_kits": 48586}'
'SUP_EKQD7','DIST_Y4KCM','HUB_GW7T','{"power": {"generators": 373, "fuel_liters": 12459.0}, "medical": 87745, "shelter": {"units": 6037, "blankets": 69159}, "essentials": {"food_tons": 252.000, "water_liters": 941729.000}, "hygiene_kits": 25364}'
'SUP_79EBJ','DIST_80UEL','HUB_4WZE','{"power": {"generators": 233, "fuel_liters": 94662.0}, "medical": 2935, "shelter": {"units": 5892, "blankets": 5703}, "essentials": {"food_tons": 533.900, "water_liters": 324052.000}, "hygiene_kits": 50631}'
'SUP_K5AWS','DIST_AS7EZ','HUB_NN7U','{"power": {"generators": 703, "fuel_liters": 15516.0}, "medical": 5578, "shelter": {"units": 8689, "blankets": 1014}, "essentials": {"food_tons": 17.600, "water_liters": 676408.000}, "hygiene_kits": 72944}'
'SUP_NEG09','DIST_3I407','HUB_BVZJ','{"power": {"generators": 546, "fuel_liters": 11840.0}, "medical": 33758, "shelter": {"units": 8247, "blankets": 36262}, "essentials": {"food_tons": 421.400, "water_liters": 202108.000}, "hygiene_kits": 94697}'
'SUP_BIOXH','DIST_WRRN0','HUB_429G','{"power": {"generators": 55, "fuel_liters": 83187.0}, "medical": 25862, "shelter": {"units": 4199, "blankets": 75578}, "essentials": {"food_tons": 493.900, "water_liters": 61426.000}, "hygiene_kits": 58486}'
'SUP_Z6475','DIST_A6B5E','HUB_REGM','{"power": {"generators": 590, "fuel_liters": 6869.0}, "medical": 79210, "shelter": {"units": 7788, "blankets": 29436}, "essentials": {"food_tons": 567.100, "water_liters": 961876.000}, "hygiene_kits": 60910}'
'SUP_4MPRZ','DIST_TD19B','HUB_U4BF','{"power": {"generators": 849, "fuel_liters": 26174.0}, "medical": 18787, "shelter": {"units": 6185, "blankets": 41832}, "essentials": {"food_tons": 291.500, "water_liters": 762653.000}, "hygiene_kits": 88554}'
'SUP_LSCLP','DIST_7MPLU','HUB_YKSX','{"power": {"generators": 552, "fuel_liters": 52643.0}, "medical": 81245, "shelter": {"units": 112, "blankets": 71857}, "essentials": {"food_tons": 504.900, "water_liters": 824158.000}, "hygiene_kits": 72536}'
'SUP_UXNGO','DIST_21IRD','HUB_YN9W','{"power": {"generators": 438, "fuel_liters": 76918.0}, "medical": 70301, "shelter": {"units": 4837, "blankets": 9974}, "essentials": {"food_tons": 189.200, "water_liters": 583744.000}, "hygiene_kits": 10934}'
'SUP_S7O4C','DIST_IUK9L','HUB_7CEY','{"power": {"generators": 154, "fuel_liters": 61404.0}, "medical": 10631, "shelter": {"units": 6487, "blankets": 67737}, "essentials": {"food_tons": 109.800, "water_liters": 723405.000}, "hygiene_kits": 97938}'
'SUP_J49DK','DIST_UD85R','HUB_CPQY','{"power": {"generators": 286, "fuel_liters": 73592.0}, "medical": 8012, "shelter": {"units": 6585, "blankets": 84857}, "essentials": {"food_tons": 439.100, "water_liters": 787098.000}, "hygiene_kits": 42591}'
'SUP_SGL6T','DIST_UVUK4','HUB_LDCD','{"power": {"generators": 510, "fuel_liters": 15554.0}, "medical": 95506, "shelter": {"units": 8513, "blankets": 75685}, "essentials": {"food_tons": 75.000, "water_liters": 85787.000}, "hygiene_kits": 5705}'
'SUP_CV1JI','DIST_TQLUG','HUB_IFAM','{"power": {"generators": 248, "fuel_liters": 20378.0}, "medical": 89853, "shelter": {"units": 1546, "blankets": 7793}, "essentials": {"food_tons": 835.400, "water_liters": 139382.000}, "hygiene_kits": 11311}'
'SUP_L59U4','DIST_0UF4C','HUB_N3FH','{"power": {"generators": 330, "fuel_liters": 10311.0}, "medical": 70994, "shelter": {"units": 8304, "blankets": 58021}, "essentials": {"food_tons": 58.600, "water_liters": 72340.000}, "hygiene_kits": 72775}'
'SUP_7LMSA','DIST_9JN5M','HUB_XX74','{"power": {"generators": 547, "fuel_liters": 49264.0}, "medical": 56066, "shelter": {"units": 9418, "blankets": 65023}, "essentials": {"food_tons": 751.400, "water_liters": 868021.000}, "hygiene_kits": 32434}'
'SUP_JSSDH','DIST_9X472','HUB_3I98','{"power": {"generators": 356, "fuel_liters": 25795.0}, "medical": 90304, "shelter": {"units": 4060, "blankets": 36217}, "essentials": {"food_tons": 545.700, "water_liters": 502402.000}, "hygiene_kits": 40123}'
'SUP_IEKFA','DIST_QLXRL','HUB_HXQP','{"power": {"generators": 719, "fuel_liters": 75599.0}, "medical": 76411, "shelter": {"units": 2563, "blankets": 41629}, "essentials": {"food_tons": 668.900, "water_liters": 534925.000}, "hygiene_kits": 27710}'
'SUP_7F3ZQ','DIST_V4QQQ','HUB_5ES3','{"power": {"generators": 569, "fuel_liters": 24360.0}, "medical": 27103, "shelter": {"units": 3700, "blankets": 52064}, "essentials": {"food_tons": 551.200, "water_liters": 678814.000}, "hygiene_kits": 37845}'
'SUP_78EIQ','DIST_BQU9V','HUB_VSVP','{"power": {"generators": 891, "fuel_liters": 82853.0}, "medical": 52530, "shelter": {"units": 8349, "blankets": 50299}, "essentials": {"food_tons": 475.400, "water_liters": 570907.000}, "hygiene_kits": 51025}'
'SUP_GRYPK','DIST_RNG9C','HUB_Y3C2','{"power": {"generators": 851, "fuel_liters": 30542.0}, "medical": 40294, "shelter": {"units": 9854, "blankets": 99494}, "essentials": {"food_tons": 498.300, "water_liters": 329669.000}, "hygiene_kits": 97124}'
'SUP_XI9BI','DIST_LD4J8','HUB_TIHR','{"power": {"generators": 975, "fuel_liters": 4524.0}, "medical": 58169, "shelter": {"units": 2658, "blankets": 57161}, "essentials": {"food_tons": 67.600, "water_liters": 580139.000}, "hygiene_kits": 71103}'
'SUP_2BPSG','DIST_VWS55','HUB_QFG2','{"power": {"generators": 361, "fuel_liters": 60565.0}, "medical": 99919, "shelter": {"units": 4437, "blankets": 11192}, "essentials": {"food_tons": 949.700, "water_liters": 845178.000}, "hygiene_kits": 71250}'
'SUP_742R0','DIST_YYPN6','HUB_8WK7','{"power": {"generators": 45, "fuel_liters": 36386.0}, "medical": 12958, "shelter": {"units": 3622, "blankets": 26984}, "essentials": {"food_tons": 570.600, "water_liters": 842703.000}, "hygiene_kits": 16952}'
'SUP_RM7XT','DIST_M2YX8','HUB_2K3W','{"power": {"generators": 470, "fuel_liters": 75492.0}, "medical": 16409, "shelter": {"units": 3528, "blankets": 32988}, "essentials": {"food_tons": 652.600, "water_liters": 314001.000}, "hygiene_kits": 28144}'
'SUP_ZEP6M','DIST_4ZFBN','HUB_N368','{"power": {"generators": 893, "fuel_liters": 54371.0}, "medical": 36359, "shelter": {"units": 2669, "blankets": 2069}, "essentials": {"food_tons": 865.400, "water_liters": 734230.000}, "hygiene_kits": 57388}'
'SUP_H4I56','DIST_6R212','HUB_WSU8','{"power": {"generators": 334, "fuel_liters": 62004.0}, "medical": 60296, "shelter": {"units": 4797, "blankets": 4205}, "essentials": {"food_tons": 475.500, "water_liters": 511579.000}, "hygiene_kits": 60351}'
'SUP_0X8DO','DIST_ADOCZ','HUB_BWNK','{"power": {"generators": 519, "fuel_liters": 25698.0}, "medical": 60424, "shelter": {"units": 1324, "blankets": 93338}, "essentials": {"food_tons": 273.700, "water_liters": 902732.000}, "hygiene_kits": 74767}'
'SUP_RRTC8','DIST_PZ1BZ','HUB_IIG1','{"power": {"generators": 826, "fuel_liters": 96576.0}, "medical": 75315, "shelter": {"units": 8970, "blankets": 55335}, "essentials": {"food_tons": 206.200, "water_liters": 123354.000}, "hygiene_kits": 89567}'
'SUP_4TU1W','DIST_WH2KQ','HUB_9IJN','{"power": {"generators": 335, "fuel_liters": 85138.0}, "medical": 31806, "shelter": {"units": 9029, "blankets": 32054}, "essentials": {"food_tons": 704.200, "water_liters": 56072.000}, "hygiene_kits": 93551}'
'SUP_A2TEE','DIST_7MQBV','HUB_Q34I','{"power": {"generators": 181, "fuel_liters": 21108.0}, "medical": 2977, "shelter": {"units": 9038, "blankets": 27010}, "essentials": {"food_tons": 294.800, "water_liters": 798086.000}, "hygiene_kits": 60642}'
'SUP_H4OHH','DIST_4DT29','HUB_AOZD','{"power": {"generators": 507, "fuel_liters": 78106.0}, "medical": 31531, "shelter": {"units": 5478, "blankets": 87018}, "essentials": {"food_tons": 635.600, "water_liters": 875216.000}, "hygiene_kits": 84401}'
'SUP_J0JCE','DIST_TMSSA','HUB_JRE7','{"power": {"generators": 869, "fuel_liters": 44930.0}, "medical": 66192, "shelter": {"units": 6863, "blankets": 59729}, "essentials": {"food_tons": 143.000, "water_liters": 354115.000}, "hygiene_kits": 80175}'
'SUP_3Q6SG','DIST_SSVLB','HUB_LULE','{"power": {"generators": 801, "fuel_liters": 38159.0}, "medical": 26195, "shelter": {"units": 406, "blankets": 32734}, "essentials": {"food_tons": 991.400, "water_liters": 973723.000}, "hygiene_kits": 73655}'
'SUP_A2KT9','DIST_OJII9','HUB_9LSR','{"power": {"generators": 628, "fuel_liters": 14992.0}, "medical": 23537, "shelter": {"units": 8596, "blankets": 76405}, "essentials": {"food_tons": 852.700, "water_liters": 237911.000}, "hygiene_kits": 42648}'
'SUP_9LDKQ','DIST_WPYET','HUB_HECS','{"power": {"generators": 908, "fuel_liters": 49996.0}, "medical": 37901, "shelter": {"units": 7907, "blankets": 80642}, "essentials": {"food_tons": 261.800, "water_liters": 82515.000}, "hygiene_kits": 89316}'
'SUP_D6FKJ','DIST_X9ZVJ','HUB_HCY7','{"power": {"generators": 756, "fuel_liters": 97721.0}, "medical": 73980, "shelter": {"units": 9112, "blankets": 31239}, "essentials": {"food_tons": 463.100, "water_liters": 979641.000}, "hygiene_kits": 23849}'
'SUP_YNU0M','DIST_OTUYP','HUB_163Q','{"power": {"generators": 462, "fuel_liters": 49907.0}, "medical": 88722, "shelter": {"units": 6005, "blankets": 90501}, "essentials": {"food_tons": 754.100, "water_liters": 878571.000}, "hygiene_kits": 96832}'
'SUP_ANHX7','DIST_CP0JU','HUB_WFFU','{"power": {"generators": 565, "fuel_liters": 5259.0}, "medical": 26851, "shelter": {"units": 8021, "blankets": 29153}, "essentials": {"food_tons": 741.100, "water_liters": 165996.000}, "hygiene_kits": 51374}'
'SUP_14TVO','DIST_ONVBP','HUB_48PA','{"power": {"generators": 829, "fuel_liters": 34740.0}, "medical": 73968, "shelter": {"units": 341, "blankets": 74657}, "essentials": {"food_tons": 67.000, "water_liters": 912571.000}, "hygiene_kits": 4056}'
'SUP_X3S2I','DIST_7D9E0','HUB_TJOV','{"power": {"generators": 89, "fuel_liters": 54440.0}, "medical": 47438, "shelter": {"units": 1349, "blankets": 6761}, "essentials": {"food_tons": 902.200, "water_liters": 325878.000}, "hygiene_kits": 90021}'
'SUP_1SUUZ','DIST_ELHKF','HUB_JS1O','{"power": {"generators": 789, "fuel_liters": 26516.0}, "medical": 46665, "shelter": {"units": 4273, "blankets": 21620}, "essentials": {"food_tons": 764.500, "water_liters": 688466.000}, "hygiene_kits": 14493}'
'SUP_VHXBL','DIST_A0395','HUB_UHAT','{"power": {"generators": 153, "fuel_liters": 20834.0}, "medical": 4053, "shelter": {"units": 4596, "blankets": 34576}, "essentials": {"food_tons": 377.800, "water_liters": 580083.000}, "hygiene_kits": 89286}'
'SUP_1V07O','DIST_UNFSS','HUB_Z7F5','{"power": {"generators": 847, "fuel_liters": 24402.0}, "medical": 5348, "shelter": {"units": 8584, "blankets": 48536}, "essentials": {"food_tons": 802.000, "water_liters": 64335.000}, "hygiene_kits": 90982}'
'SUP_KBREO','DIST_58NWI','HUB_W3E5','{"power": {"generators": 187, "fuel_liters": 45383.0}, "medical": 43545, "shelter": {"units": 9437, "blankets": 2792}, "essentials": {"food_tons": 741.200, "water_liters": 207078.000}, "hygiene_kits": 11656}'
'SUP_4AP4Z','DIST_D6FEN','HUB_MDN1','{"power": {"generators": 79, "fuel_liters": 82497.0}, "medical": 35073, "shelter": {"units": 8659, "blankets": 13879}, "essentials": {"food_tons": 768.600, "water_liters": 608457.000}, "hygiene_kits": 18136}'
'SUP_ANXWI','DIST_P6PKE','HUB_413D','{"power": {"generators": 894, "fuel_liters": 44761.0}, "medical": 95884, "shelter": {"units": 1146, "blankets": 8650}, "essentials": {"food_tons": 926.400, "water_liters": 628863.000}, "hygiene_kits": 98615}'
'SUP_A57WD','DIST_VYQFO','HUB_4JDZ','{"power": {"generators": 117, "fuel_liters": 40525.0}, "medical": 41877, "shelter": {"units": 8276, "blankets": 77909}, "essentials": {"food_tons": 413.900, "water_liters": 564348.000}, "hygiene_kits": 58874}'
'SUP_27I9J','DIST_AVUQB','HUB_EKNT','{"power": {"generators": 410, "fuel_liters": 64824.0}, "medical": 41719, "shelter": {"units": 5464, "blankets": 12768}, "essentials": {"food_tons": 420.800, "water_liters": 981965.000}, "hygiene_kits": 8459}'
'SUP_F2VEL','DIST_2DVPO','HUB_EF97','{"power": {"generators": 755, "fuel_liters": 48509.0}, "medical": 70895, "shelter": {"units": 8788, "blankets": 6803}, "essentials": {"food_tons": 501.400, "water_liters": 99920.000}, "hygiene_kits": 57134}'
'SUP_6FSCE','DIST_4SS4G','HUB_GJCT','{"power": {"generators": 95, "fuel_liters": 96748.0}, "medical": 70038, "shelter": {"units": 1721, "blankets": 1620}, "essentials": {"food_tons": 787.600, "water_liters": 397941.000}, "hygiene_kits": 54057}'
'SUP_GKO7D','DIST_XPKKL','HUB_ATAV','{"power": {"generators": 509, "fuel_liters": 1189.0}, "medical": 54309, "shelter": {"units": 3721, "blankets": 4924}, "essentials": {"food_tons": 657.000, "water_liters": 983060.000}, "hygiene_kits": 82732}'
'SUP_PFULD','DIST_2M6R9','HUB_LP3T','{"power": {"generators": 803, "fuel_liters": 42512.0}, "medical": 32145, "shelter": {"units": 9628, "blankets": 14841}, "essentials": {"food_tons": 824.200, "water_liters": 399588.000}, "hygiene_kits": 58888}'
'SUP_L0XO4','DIST_TNZZI','HUB_H6CQ','{"power": {"generators": 261, "fuel_liters": 6429.0}, "medical": 63687, "shelter": {"units": 7288, "blankets": 77194}, "essentials": {"food_tons": 668.800, "water_liters": 15792.000}, "hygiene_kits": 63993}'
'SUP_4MERH','DIST_AI312','HUB_S79A','{"power": {"generators": 619, "fuel_liters": 81146.0}, "medical": 20179, "shelter": {"units": 7645, "blankets": 4263}, "essentials": {"food_tons": 129.400, "water_liters": 422458.000}, "hygiene_kits": 20607}'
'SUP_HHQ7K','DIST_8ZEJC','HUB_TC0Z','{"power": {"generators": 949, "fuel_liters": 25781.0}, "medical": 57165, "shelter": {"units": 9000, "blankets": 9315}, "essentials": {"food_tons": 722.200, "water_liters": 62831.000}, "hygiene_kits": 5611}'
'SUP_OSPK8','DIST_W9U9Z','HUB_PM7Q','{"power": {"generators": 88, "fuel_liters": 76425.0}, "medical": 41634, "shelter": {"units": 329, "blankets": 73647}, "essentials": {"food_tons": 780.100, "water_liters": 19463.000}, "hygiene_kits": 26655}'
'SUP_NJCUN','DIST_56VY6','HUB_N8V1','{"power": {"generators": 92, "fuel_liters": 19719.0}, "medical": 16562, "shelter": {"units": 1955, "blankets": 25941}, "essentials": {"food_tons": 447.500, "water_liters": 308812.000}, "hygiene_kits": 52245}'
'SUP_EM264','DIST_XX84H','HUB_GFPI','{"power": {"generators": 521, "fuel_liters": 17220.0}, "medical": 72778, "shelter": {"units": 1398, "blankets": 10905}, "essentials": {"food_tons": 215.800, "water_liters": 418401.000}, "hygiene_kits": 26051}'
'SUP_UIVFI','DIST_BRFFE','HUB_GC3X','{"power": {"generators": 319, "fuel_liters": 14291.0}, "medical": 67074, "shelter": {"units": 3689, "blankets": 8415}, "essentials": {"food_tons": 199.600, "water_liters": 153987.000}, "hygiene_kits": 47329}'
'SUP_NNM3E','DIST_EWWCD','HUB_SRBV','{"power": {"generators": 641, "fuel_liters": 27548.0}, "medical": 15131, "shelter": {"units": 5578, "blankets": 18506}, "essentials": {"food_tons": 60.400, "water_liters": 115918.000}, "hygiene_kits": 79182}'
'SUP_3CGZ0','DIST_DRORY','HUB_X5NI','{"power": {"generators": 180, "fuel_liters": 45014.0}, "medical": 60340, "shelter": {"units": 5231, "blankets": 60592}, "essentials": {"food_tons": 565.600, "water_liters": 81254.000}, "hygiene_kits": 59056}'
'SUP_Q6Q2M','DIST_ZXYR5','HUB_36KZ','{"power": {"generators": 151, "fuel_liters": 55455.0}, "medical": 76955, "shelter": {"units": 4581, "blankets": 30652}, "essentials": {"food_tons": 117.500, "water_liters": 61939.000}, "hygiene_kits": 75264}'
'SUP_9II5Q','DIST_TNLS7','HUB_64FI','{"power": {"generators": 226, "fuel_liters": 10298.0}, "medical": 11368, "shelter": {"units": 8155, "blankets": 16739}, "essentials": {"food_tons": 235.000, "water_liters": 810144.000}, "hygiene_kits": 97610}'
'SUP_BKIDX','DIST_AGNZU','HUB_QXT0','{"power": {"generators": 714, "fuel_liters": 68780.0}, "medical": 56267, "shelter": {"units": 2043, "blankets": 58606}, "essentials": {"food_tons": 170.900, "water_liters": 884890.000}, "hygiene_kits": 23625}'
'SUP_YWYG5','DIST_60UL0','HUB_66Y9','{"power": {"generators": 591, "fuel_liters": 92536.0}, "medical": 11639, "shelter": {"units": 9140, "blankets": 25117}, "essentials": {"food_tons": 688.600, "water_liters": 770738.000}, "hygiene_kits": 23846}'
'SUP_YZFR2','DIST_CZYOR','HUB_LKRL','{"power": {"generators": 747, "fuel_liters": 88322.0}, "medical": 74262, "shelter": {"units": 8518, "blankets": 81312}, "essentials": {"food_tons": 472.900, "water_liters": 811259.000}, "hygiene_kits": 6785}'
'SUP_QCQO2','DIST_BNYJU','HUB_G7V2','{"power": {"generators": 108, "fuel_liters": 48369.0}, "medical": 73514, "shelter": {"units": 6022, "blankets": 3718}, "essentials": {"food_tons": 872.000, "water_liters": 547806.000}, "hygiene_kits": 86100}'
'SUP_A3N63','DIST_A1CF3','HUB_H7RZ','{"power": {"generators": 402, "fuel_liters": 67151.0}, "medical": 61611, "shelter": {"units": 9096, "blankets": 77501}, "essentials": {"food_tons": 883.900, "water_liters": 506813.000}, "hygiene_kits": 16946}'
'SUP_EMQLA','DIST_OF3NG','HUB_TALW','{"power": {"generators": 899, "fuel_liters": 53876.0}, "medical": 85390, "shelter": {"units": 2121, "blankets": 53793}, "essentials": {"food_tons": 105.800, "water_liters": 257609.000}, "hygiene_kits": 52729}'
'SUP_40W5R','DIST_QF67Z','HUB_2S4J','{"power": {"generators": 921, "fuel_liters": 8130.0}, "medical": 60133, "shelter": {"units": 7779, "blankets": 58065}, "essentials": {"food_tons": 524.700, "water_liters": 668964.000}, "hygiene_kits": 17780}'
'SUP_JSRA7','DIST_APGEL','HUB_QQT4','{"power": {"generators": 819, "fuel_liters": 42629.0}, "medical": 53456, "shelter": {"units": 4220, "blankets": 55194}, "essentials": {"food_tons": 403.100, "water_liters": 384693.000}, "hygiene_kits": 21333}'
'SUP_FYDJK','DIST_NZV4O','HUB_V8QF','{"power": {"generators": 272, "fuel_liters": 16860.0}, "medical": 65252, "shelter": {"units": 7226, "blankets": 54871}, "essentials": {"food_tons": 579.100, "water_liters": 718640.000}, "hygiene_kits": 99544}'
'SUP_A4O75','DIST_0DZCN','HUB_DAXG','{"power": {"generators": 85, "fuel_liters": 95412.0}, "medical": 59394, "shelter": {"units": 3777, "blankets": 5096}, "essentials": {"food_tons": 493.300, "water_liters": 15268.000}, "hygiene_kits": 14654}'
'SUP_GUXQ8','DIST_ZF9B5','HUB_QUGH','{"power": {"generators": 563, "fuel_liters": 71593.0}, "medical": 7249, "shelter": {"units": 6526, "blankets": 54104}, "essentials": {"food_tons": 195.200, "water_liters": 772213.000}, "hygiene_kits": 8135}'
'SUP_WX50H','DIST_7F06D','HUB_FYPX','{"power": {"generators": 761, "fuel_liters": 30552.0}, "medical": 41840, "shelter": {"units": 5499, "blankets": 85677}, "essentials": {"food_tons": 342.400, "water_liters": 73988.000}, "hygiene_kits": 11049}'
'SUP_6H2LY','DIST_NGLAR','HUB_5PY0','{"power": {"generators": 103, "fuel_liters": 7946.0}, "medical": 47433, "shelter": {"units": 8932, "blankets": 92771}, "essentials": {"food_tons": 214.000, "water_liters": 317347.000}, "hygiene_kits": 11372}'
'SUP_8KV3F','DIST_U9Z9O','HUB_Z8MM','{"power": {"generators": 553, "fuel_liters": 23841.0}, "medical": 85377, "shelter": {"units": 6281, "blankets": 98482}, "essentials": {"food_tons": 134.200, "water_liters": 869747.000}, "hygiene_kits": 6020}'
'SUP_1AWJJ','DIST_FLM7V','HUB_34MI','{"power": {"generators": 775, "fuel_liters": 25387.0}, "medical": 44870, "shelter": {"units": 754, "blankets": 20750}, "essentials": {"food_tons": 146.400, "water_liters": 288963.000}, "hygiene_kits": 35204}'
'SUP_YSRI4','DIST_G9UTM','HUB_Z3H9','{"power": {"generators": 246, "fuel_liters": 68956.0}, "medical": 58195, "shelter": {"units": 6066, "blankets": 41271}, "essentials": {"food_tons": 322.500, "water_liters": 355465.000}, "hygiene_kits": 96405}'
'SUP_I1ZTI','DIST_F0RVW','HUB_2SCA','{"power": {"generators": 655, "fuel_liters": 54448.0}, "medical": 85414, "shelter": {"units": 596, "blankets": 90390}, "essentials": {"food_tons": 43.100, "water_liters": 224404.000}, "hygiene_kits": 63205}'
'SUP_PQTTS','DIST_7YBEP','HUB_N729','{"power": {"generators": 807, "fuel_liters": 3478.0}, "medical": 41705, "shelter": {"units": 6232, "blankets": 1934}, "essentials": {"food_tons": 946.900, "water_liters": 675896.000}, "hygiene_kits": 64489}'
